,song_title,lyric_pair
1112,Little Motel,"That's what I'm waiting for || That's what I'm waiting for, darlin'"
1113,Little Motel,"That's what I'm waiting for, darlin' || We treat mishaps like sinking ships and"
1114,Little Motel,We treat mishaps like sinking ships and || I know that I don't want to be out to drift
1115,Little Motel,"I know that I don't want to be out to drift || Well, I can see it in your eyes like I taste your lips and"
1116,Little Motel,"Well, I can see it in your eyes like I taste your lips and || They both tell me that we're better than this"
1117,Little Motel,They both tell me that we're better than this || 'Cause that's what I'm waiting for
1118,Little Motel,'Cause that's what I'm waiting for || That's what I'm waiting for
1119,Little Motel,"That's what I'm waiting for || That's what I'm waiting for, aren't I?"
1120,Little Motel,"That's what I'm waiting for, aren't I? || That's what I'm waiting for"
1121,Little Motel,That's what I'm waiting for || That's what I'm waiting for
1122,Little Motel,"That's what I'm waiting for || That's what I'm waiting for, darlin'"
1123,Little Motel,"That's what I'm waiting for, darlin' || We trade tit for tat like that for this"
1124,Little Motel,We trade tit for tat like that for this || And I don't think that there was an insult that was missed
1125,Little Motel,And I don't think that there was an insult that was missed || I can see it in your eyes like I taste your lips and
1126,Little Motel,I can see it in your eyes like I taste your lips and || I'm very sorry
1127,Little Motel,I'm very sorry || 'Cause that's what I'm waiting for
1128,Little Motel,'Cause that's what I'm waiting for || That's what I'm waiting for
1129,Little Motel,"That's what I'm waiting for || That's what I'm waiting for, aren't I?"
1130,Little Motel,"That's what I'm waiting for, aren't I? || That's what I'm waiting for"
1131,Little Motel,That's what I'm waiting for || That's what I'm waiting for
1132,Little Motel,"That's what I'm waiting for || That's what I'm waiting for, darlin'"
1133,Little Motel,"That's what I'm waiting for, darlin' || Remainders of a shooting star"
1134,Little Motel,Remainders of a shooting star || Landed directly on our broke down little car
1135,Little Motel,Landed directly on our broke down little car || Before then we had made a wish
1136,Little Motel,Before then we had made a wish || That we would be missed
1137,Little Motel,That we would be missed || If one or another just did not exist
1138,Little Motel,If one or another just did not exist || 'Cause that's what we're waiting for
1139,Little Motel,'Cause that's what we're waiting for || That's what we're waiting for
1140,Little Motel,"That's what we're waiting for || That's what we're waiting on, aren't we?"
1141,Little Motel,"That's what we're waiting on, aren't we? || That's what we're waiting for"
1142,Little Motel,That's what we're waiting for || That's what we're waiting for
1143,Little Motel,"That's what we're waiting for || That's what we're waiting on, aren't we?"
1144,Little Motel,"That's what we're waiting on, aren't we? || 'Cause that's what we're waiting for"
1145,Little Motel,'Cause that's what we're waiting for || That's what we're waiting for
1146,Little Motel,"That's what we're waiting for || That's what we're waiting for, darling"
1147,Little Motel,"That's what we're waiting for, darling || That's what we're waiting for"
1148,Little Motel,That's what we're waiting for || That's what we're waiting for
1149,Little Motel,"That's what we're waiting for || That's what we're waiting for, aren't we?"
1150,King Rat,"Ha, ha, ha, ha, I love this shit || Well!"
1151,King Rat,Well! || Well!
1152,King Rat,Well! || Well!
1153,King Rat,Well! || Well...
1154,King Rat,Well... || We spun like birds on fire
1155,King Rat,We spun like birds on fire || Right down towards the residence
1156,King Rat,"Right down towards the residence || And I, I took all that I desired"
1157,King Rat,"And I, I took all that I desired || Even crooks have to pay the rent"
1158,King Rat,Even crooks have to pay the rent || We swam like rats on fire
1159,King Rat,"We swam like rats on fire || Right, right down the reservoir"
1160,King Rat,"Right, right down the reservoir || We took all that we could carry"
1161,King Rat,We took all that we could carry || But we tried to carry more
1162,King Rat,"But we tried to carry more || And you know, you know, you know it all went wrong"
1163,King Rat,"And you know, you know, you know it all went wrong || And you know, you know, you know it was all wrong"
1164,King Rat,"And you know, you know, you know it was all wrong || We choked on straight tap water"
1165,King Rat,"We choked on straight tap water || Well, I'm going to have to try the real thing"
1166,King Rat,"Well, I'm going to have to try the real thing || I took your laugh by the collar"
1167,King Rat,I took your laugh by the collar || And it knew not to swing
1168,King Rat,And it knew not to swing || Any time I tried an honest job
1169,King Rat,"Any time I tried an honest job || Well, the till had a hole in it, ha ha"
1170,King Rat,"Well, the till had a hole in it, ha ha || We laughed about paying rent"
1171,King Rat,"We laughed about paying rent || 'Cause the county jails, they're free"
1172,King Rat,"'Cause the county jails, they're free || And you know, you know, you know it was all wrong"
1173,King Rat,"And you know, you know, you know it was all wrong || And you know, you know, you know it was all wrong"
1174,King Rat,"And you know, you know, you know it was all wrong || Ohh!"
1175,King Rat,"Ohh! || Deep water, deep water, senseless denial"
1176,King Rat,"Deep water, deep water, senseless denial || I went down like a rag doll, rage of a child"
1177,King Rat,"I went down like a rag doll, rage of a child || Well, deep water, deep water, senseless denial"
1178,King Rat,"Well, deep water, deep water, senseless denial || I went down like a rag doll, rage of a child"
1179,King Rat,"I went down like a rag doll, rage of a child || Oh, lucky, lucky, lucky, lucky me again"
1180,King Rat,"Oh, lucky, lucky, lucky, lucky me again || I said it looks like it's time to use my feet again"
1181,King Rat,"I said it looks like it's time to use my feet again || Well, I just spent my last one hundred dollars"
1182,King Rat,"Well, I just spent my last one hundred dollars || God, I'll pay my bail again"
1183,King Rat,"God, I'll pay my bail again || Oh, I don't care"
1184,King Rat,"Oh, I don't care || Oh, I just don't care"
1185,King Rat,"Oh, I just don't care || Deep water, deep water, senseless denial"
1186,King Rat,"Deep water, deep water, senseless denial || I went down like a rag doll shaken and shy"
1187,King Rat,"I went down like a rag doll shaken and shy || Deep water, deep water, senseless denial"
1188,King Rat,"Deep water, deep water, senseless denial || I went down like a burned out wretch of a child"
1189,King Rat,"I went down like a burned out wretch of a child || Well, King Rat has me on his list again"
1190,King Rat,"Well, King Rat has me on his list again || I can never be on the fence again"
1191,King Rat,I can never be on the fence again || Well I found out it's all loud open like an organ and he
1192,King Rat,"Well I found out it's all loud open like an organ and he || Talk, talk, talk, talk again"
1193,King Rat,"Talk, talk, talk, talk again || He promised me that when I cheated him"
1194,King Rat,"He promised me that when I cheated him || But I could open my eye, well"
1195,King Rat,"But I could open my eye, well || Lucky, lucky, lucky, lucky, lucky"
1196,King Rat,"Lucky, lucky, lucky, lucky, lucky || Lucky, lucky, lucky, lucky, lucky me again"
1197,King Rat,"Lucky, lucky, lucky, lucky, lucky me again || Deep water, deep water, senseless denial"
1198,King Rat,"Deep water, deep water, senseless denial || I got fed like a fish full of open smiles"
1199,King Rat,"I got fed like a fish full of open smiles || Blue water, deep water, senseless denial"
1200,King Rat,"Blue water, deep water, senseless denial || I got fed like a fish on the cardboard smiles"
1201,King Rat,"I got fed like a fish on the cardboard smiles || Well, well"
1202,King Rat,"Well, well || What do you have to say for yourself?"
1203,King Rat,"What do you have to say for yourself? || I said well, well, well"
1204,King Rat,"I said well, well, well || I said well, well, well, well, well"
1205,King Rat,"I said well, well, well, well, well || Lucky, lucky, lucky, lucky me again"
1206,King Rat,"Lucky, lucky, lucky, lucky me again || I hardly knew I should use my feet again"
1207,King Rat,I hardly knew I should use my feet again || What do you have to say for yourself?
1208,King Rat,What do you have to say for yourself? || What do you have to say for yourself?
1209,Night on the Sun,"So, turn off the light cause it's night on the sun || You're hopelessly hopeless"
1210,Night on the Sun,"You're hopelessly hopeless || I hope so, for you"
1211,Night on the Sun,"I hope so, for you || Freeze your blood and then stab it into, in two"
1212,Night on the Sun,"Freeze your blood and then stab it into, in two || Stab your blood into me and blend"
1213,Night on the Sun,"Stab your blood into me and blend || I eat my own blood and get filled up, I'll get filled up"
1214,Night on the Sun,"I eat my own blood and get filled up, I'll get filled up || I get filled up on me and end"
1215,Night on the Sun,"I get filled up on me and end || So, turn off the light cause it's night on the sun"
1216,Night on the Sun,"So, turn off the light cause it's night on the sun || You're hopelessly hopeless"
1217,Night on the Sun,"You're hopelessly hopeless || I hope so, for you"
1218,Night on the Sun,"I hope so, for you || So, turn off the light cause it's night on the sun"
1219,Night on the Sun,"So, turn off the light cause it's night on the sun || You're hopelessly hopeless"
